title, price, delivery_price, img, category 
"로지텍 G304 LIGHTSPEED 게이밍 무선 마우스 + 마우스피트 세트, 블랙+마우스피트",53890,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c162/1c414d499cb9808be5d5e51be8ce6744d67e19792af155e144f85a090973.jpg,1
"소니 노이즈캔슬링 블루투스 헤드폰, YY2954 / WH-1000XM5, 실버",420000,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8398447375933062-64d04995-1ce0-47d7-95f1-b01906177a73.png,1
"아이뮤즈 태블릿PC 뮤패드 K10 PLUS RAM 8GB, 다크 그레이, 128GB, Wi-Fi",188000,2000,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/09/26/17/7/5135293a-8f0d-4613-bbd7-105439a3e370.jpg,1
"삼성전자 일반형냉장고, 엘리건트 블랙, RB30R4051B1",464660,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/6105994685296307-75f8e97a-2508-47dd-a85e-c3ff710f161a.jpg,1
"쿠비녹스 접이식 여행용 전기포트 휴대용 미니 커피 분유 포트 캠핑용 햇반 CX-2072SC, 단품",37220,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a616/fa3eef05933e9b7616f61aa51fbbe548df51a8451b764def67dd19ad1c0b.jpg,1
"알로코리아 90W 접지형 6포트 PD PPS C타입 초고속 멀티 충전기, 화이트, 1개",39900,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/05/18/14/8/d155669b-6fa5-4064-a7b1-6e124e295fb0.jpg,1
"캐치웰 텀블러 다용도 무선 핸디청소기 THC1000, 스톤화이트",39900,2000,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1088587561556583-d2e38598-0d71-474b-9c29-ab5c189919aa.jpg,1
"신지모루 맥세이프 M 슬림 슬롯 사이드 카드지갑 휴대폰 케이스, 1개",13650,2000,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/2kpt7h7n/fd9c58bfe1e34e78a1908972d01ca922.jpg,1
"토너피아 캐논 호환잉크 PG-945XL + CL-946XL 세트, 검정, 컬러, 1세트",36000,2000,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2282976033671210-103b27bc-212c-4a83-b13e-514a857632e2.jpg,1
"온더온 가정용 두유 제조기 소이드림 대용량 750ml, 민트 Mint",97470,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9715/c70aa47b70f0903e7ac79b4d26fe7687eb4a1fb89154f4431fd1f88ac8f3.jpg,1
"헤이홈 가정용 스마트 홈 카메라 Pro, GKW-MC057A",50100,2000,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/08/11/16/1/2ae4c146-da03-4f4c-8afe-e6968cd42cab.jpg,1
"JMW 에어젯 울트라 항공모터 헤어 드라이기 1650W MS6031E, 블랙",89000,2000,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4962292236006319-300aeb26-e869-4d8e-8106-9376e020b462.jpg,1
"캐논 무한 무선 잉크젯 복합기 G3910",179000,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/19083902683945-86f79c50-57d2-4898-97fe-8092afc2d46e.jpg,1
"필립스 미니 블렌더 믹서기 텀블러 포함, HR2602/10",38870,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8994652187738377-04dc6943-4f5b-43d6-ad93-20280bd4b922.jpg,1
"필립스 데일리 콜렉션 토스트기, HD2582/00",28900,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/353976589164378-38c89843-1a0e-4543-a85e-5afc44301c98.jpg,1
"브리타 마렐라XL 화이트 3.5L+한국형 필터1개 기본구성, 1개, Marella XL White",32620,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/353177428987079-4e99167f-641b-4ffc-ba37-128a8b996188.jpg,1
"홈플래닛 메탈 쿨링홀 노트북 거치대, 실버",18540,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5188286710908-74fad03e-f555-4e7f-b06f-b0954de2fc1f.jpg,1
"써지오 고용량 배선차단용 멀티탭 2구 WI-MC1626, 1.5m, 1개",15900,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/16463928557529-1dcbb3d5-6113-4351-813f-7ba11b99ad40.jpg,1
"오성정밀 고용량 멀티탭 누전차단용 3구, 1개, 2.5m",18300,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/aovruj9p/ccbba24feab94400a0c81ef97c3248b4.jpg,1
"포뷰트 엠스타일러 올인원 헤어 고데기 FB223, 그린",68870,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4280402712516651-1b0ec57e-d241-4e45-b40f-aa176434b285.jpg,1
"트렌스텍 자동전자 혈압계 TMB-1491, 1개",39900,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2119168689243142-eee25856-6042-47db-bf80-ddb73dd8c619.jpg,1
"신지모루 갤럭시 워치 9H 고강도 풀커버 강화유리 액정보호필름 3매",8730,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/379086161699318-057bb724-c516-41d3-bfed-bad5ab433e0c.jpg,1
"JMW 항공모터 드라이기, MG1700, 블랙",64410,2000,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/533601684540809-d15fe9da-8b41-4251-9e44-5fabc5f1aaa6.jpg,1
"멕시드 6DNF 풀커버 자가복원 하이브리드 유리하드코팅 휴대폰 액정보호필름 2p 세트, 1세트",9900,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/07/19/9/8/dd475c08-89fc-408c-99da-3f7a59f0ce02.jpg,1
"셀루미 155cm 롱레인지 무선 블루투스 올인원 삼각대 셀카봉, SEL-GT1550M (화이트)",29800,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8622872975982-a791f9a4-a578-4e5a-ac6e-5a3477ef3a98.jpg,1
"비타그램 자동전자 혈압계 PG-800B31 + 파우치, 1개",39900,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/9183306317278796-570d85f4-32d7-43a0-aa62-e9c166aed805.jpg,1
"삼성전자 블루스카이 3100 공기청정기 AX033B310GWD 33.1㎡",154000,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/07/18/14/8/2e4855de-fdd5-4fc3-9ea0-467d0c711c43.jpg,1
"Apple 2022 아이패드 에어 5세대, 스타라이트, 64GB, Wi-Fi",869900,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/463533636729310-fd8730d5-423f-47f9-9ea2-2c73f45e00c6.jpg,1
"앳플리 TX 스마트 더블스마트인 바디 체중계, 화이트",41900,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8338281167609489-ce184469-a837-4ada-964a-b900e93cefa9.jpg,1
"홈플래닛 베이직 2구 토스터, CT-802K(화이트)",16990,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/198195249135391-07f05c26-6b83-43d3-841a-29b355906254.png,1
"삼성전자 컬러 잉크젯 복합기 SL-J1680 + 잉크",58960,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2448255748400974-9c8cfb10-f5f8-437d-9bea-85b94fbeab3e.jpg,1
"삼성전자 양문형 냉장고 846L 방문설치, 코타PCM 화이트, RS84B5041CW",988450,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/09/19/16/9/8633cbca-8825-4520-8eeb-a746c88b5c6e.jpg,1
"아이워크 PD 고속 충전 미니 보조배터리, 화이트, DBL5000PL(8핀용)",38900,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/11/03/14/6/b8bd0d3d-02c6-4470-8a4d-52cc841d0d0e.jpg,1
"Apple 2023 에어팟 프로 2세대 USB-C 블루투스 이어폰, 화이트, MTJV3KH/A",319000,2000,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/09/19/17/3/2fc81db0-55e2-4571-aac2-4556b5e2e916.jpg,1
"JMW 항공모터 드라이기, MG1800, 화이트",65900,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8405679378740718-e121b2b2-ca66-4fef-b9dd-d0554b6ae56b.jpg,1
"유닉스 메탈티 1700W 접이식 헤어 드라이기 UN-A1690, 화이트골드",25900,2000,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8835214994474320-ffd6d226-3291-433f-b6a5-ad037d93edb1.jpg,1
"대웅모닝컴 싸이클론 진공청소기, DWM-4733C, 혼합색상",49800,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/22139439637078-853494ee-bf1f-4f4e-98f1-eff40548d0ef.jpg,1
"샤오미 미밴드 8 스마트밴드, 샴페인 골드, 48mm",46180,2000,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1585223945043911-d4d09c51-bca3-4983-90c8-8effe979af48.jpg,1
"필립스 뉴 스팀앤고 핸디형 스티머, GC362/88, 혼합색상",46930,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/71785336998657-21dac541-fc27-4c10-b80a-82980151cb20.jpg,1
"프리스타일 리브레 연속 당 측정 시스템, FreeStyle Libre, 1개",95500,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3140537064071262-2604fb3a-e7f4-4a18-94a3-49c2cc255f59.jpg,1
"홈플래닛 와이드형 메탈 쿨링홀 노트북 거치대(높이 각도 조절), 라이트 실버",22290,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/530843048494736-c0c3a871-ba44-4a1d-b96a-2dc164e63a9e.jpg,1
"오랄비 전동칫솔 바이탈리티 초미세모 D100, D100화이트",48900,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/08e9/47b241ea1c01e870e7b65f88ca7666e9dac6a6890a89c695ed5b92601957.png,1
"휴롬 착즙기, 맷블랙 H400-BFC05MB",398940,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8916678841436-30de7fb1-0ecc-4119-b3ce-527a319c6a34.jpg,1
"듀플렉스 초음파 가습기, DP-7700UH",25800,2000,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/9539949713071119-a7dbfc3c-a0f3-4235-86f5-644180aef9d0.jpg,1
"삼성전자 흑백 레이저 프린터, 토너포함_정품",89840,2000,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1235763419437509-16e13041-3621-49e8-8d3c-a6ccfe850794.jpg,1
"조지루시 가열식 가습기 4L, EE-DVH35K",277250,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/09/11/13/9/69248a36-252a-4a9d-ba29-8a62681d17dc.png,1
"스카이 필 GaN65S 65W PPS PD 멀티 포트 C타입 초고속 충전 어댑터, 블랙, 1개",24900,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/9254196993651411-34604d5c-b6d9-46a4-b0c5-6ffcd0ef568c.jpg,1
"유닉스 1800W 헤어 드라이기 UN-B3096, 블랙",22900,2000,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8501660575465738-2075b1a5-ea91-430a-aae9-5e2cf82ef744.jpg,1
"휴롬 착즙기, 웜화이트 H400-BFC05WW",398940,2000,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/72526472850172-b8cd0b28-cee6-4623-ab3c-2b7e1d8d0a79.jpg,1
"재원전자 버디쿡 에어프라이어 대용량 3.9L, BD8002S",43900,2000,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1074344650106330-6acf738b-859e-4fa8-824f-162fe0736885.jpg,1
